1.0E-8
  65527    68514678955708560000000000000000,0000 
  65528       44895613679307150000000000000,0000 
  65529          29419197731776384000000000,0000 
  65530             19278106081655750000000,0000 
  65531                12632942915309013000,0000 
  65532                    8278493821831148,0000 
  65533                       5425062571321,3890 
  65534                          3555206253,8640 
  65535                             2329867,8664 
  65536                                1525,8789 
