2
   8092                                   0,5615 
   8093                                   0,5615 
   8094                                   0,5616 
   8095                                   0,5616 
   8096                                   0,5616 
   8097                                   0,5616 
   8098                                   0,5616 
   8099                                   0,5616 
   8100                                   0,5616 
   8101                                   0,5616 
   8102                                   0,5616 
   8103                                   0,5616 
   8104                                   0,5616 
   8105                                   0,5616 
   8106                                   0,5616 
   8107                                   0,5617 
   8108                                   0,5617 
   8109                                   0,5617 
   8110                                   0,5617 
   8111                                   0,5617 
   8112                                   0,5617 
   8113                                   0,5617 
   8114                                   0,5617 
   8115                                   0,5617 
   8116                                   0,5617 
   8117                                   0,5617 
   8118                                   0,5617 
   8119                                   0,5617 
   8120                                   0,5618 
   8121                                   0,5618 
   8122                                   0,5618 
   8123                                   0,5618 
   8124                                   0,5618 
   8125                                   0,5618 
   8126                                   0,5618 
   8127                                   0,5618 
   8128                                   0,5618 
   8129                                   0,5618 
   8130                                   0,5618 
   8131                                   0,5618 
   8132                                   0,5618 
   8133                                   0,5619 
   8134                                   0,5619 
   8135                                   0,5619 
   8136                                   0,5619 
   8137                                   0,5619 
   8138                                   0,5619 
   8139                                   0,5619 
   8140                                   0,5619 
   8141                                   0,5619 
   8142                                   0,5619 
   8143                                   0,5619 
   8144                                   0,5619 
   8145                                   0,5619 
   8146                                   0,5620 
   8147                                   0,5620 
   8148                                   0,5620 
   8149                                   0,5620 
   8150                                   0,5620 
   8151                                   0,5620 
   8152                                   0,5620 
   8153                                   0,5620 
   8154                                   0,5620 
   8155                                   0,5620 
   8156                                   0,5620 
   8157                                   0,5620 
   8158                                   0,5620 
   8159                                   0,5621 
   8160                                   0,5621 
   8161                                   0,5621 
   8162                                   0,5621 
   8163                                   0,5621 
   8164                                   0,5621 
   8165                                   0,5621 
   8166                                   0,5621 
   8167                                   0,5621 
   8168                                   0,5621 
   8169                                   0,5621 
   8170                                   0,5621 
   8171                                   0,5621 
   8172                                   0,5622 
   8173                                   0,5622 
   8174                                   0,5622 
   8175                                   0,5622 
   8176                                   0,5622 
   8177                                   0,5622 
   8178                                   0,5622 
   8179                                   0,5622 
   8180                                   0,5622 
   8181                                   0,5622 
   8182                                   0,5622 
   8183                                   0,5622 
   8184                                   0,5622 
   8185                                   0,5623 
   8186                                   0,5623 
   8187                                   0,5623 
   8188                                   0,5623 
   8189                                   0,5623 
   8190                                   0,5623 
   8191                                   0,5623 
   8192                                   1,1246 
