1000
  65527       68514678955708480000000000000,0000 
  65528          44895613679307100000000000,0000 
  65529             29419197731776368000000,0000 
  65530                19278106081655740000,0000 
  65531                   12632942915309006,0000 
  65532                       8278493821831,1450 
  65533                          5425062571,3214 
  65534                             3555206,2539 
  65535                                2329,8679 
  65536                                   1,5259 
