1.0E-9
  65527 684742647055646900000000000000000000000000,0000 
  65528 44869131433615370000000000000000000000,0000 
  65529  2940184444581948000000000000000000,0000 
  65530      192667346469010500000000000000,0000 
  65531          12625491214114255000000000,0000 
  65532               827361064752121400000,0000 
  65533                   54218625295336032,0000 
  65534                       3553109171478,2563 
  65535                           232849455,4437 
  65536                               15258,7891 
