2
    900                                   1,3571 
    901                                   1,3584 
    902                                   1,3597 
    903                                   1,3611 
    904                                   1,3624 
    905                                   1,3637 
    906                                   1,3651 
    907                                   1,3664 
    908                                   1,3677 
    909                                   1,3691 
    910                                   1,3704 
    911                                   1,3717 
    912                                   1,3731 
    913                                   1,3744 
    914                                   1,3758 
    915                                   1,3771 
    916                                   1,3784 
    917                                   1,3798 
    918                                   1,3811 
    919                                   1,3825 
    920                                   1,3838 
    921                                   1,3852 
    922                                   1,3866 
    923                                   1,3879 
    924                                   1,3893 
    925                                   1,3906 
    926                                   1,3920 
    927                                   1,3934 
    928                                   1,3947 
    929                                   1,3961 
    930                                   1,3975 
    931                                   1,3988 
    932                                   1,4002 
    933                                   1,4016 
    934                                   1,4029 
    935                                   1,4043 
    936                                   1,4057 
    937                                   1,4071 
    938                                   1,4085 
    939                                   1,4098 
    940                                   1,4112 
    941                                   1,4126 
    942                                   1,4140 
    943                                   1,4154 
    944                                   1,4168 
    945                                   1,4182 
    946                                   1,4196 
    947                                   1,4210 
    948                                   1,4224 
    949                                   1,4238 
    950                                   1,4252 
    951                                   1,4266 
    952                                   1,4280 
    953                                   1,4294 
    954                                   1,4308 
    955                                   1,4322 
    956                                   1,4336 
    957                                   1,4350 
    958                                   1,4364 
    959                                   1,4378 
    960                                   1,4393 
    961                                   1,4407 
    962                                   1,4421 
    963                                   1,4435 
    964                                   1,4450 
    965                                   1,4464 
    966                                   1,4478 
    967                                   1,4492 
    968                                   1,4507 
    969                                   1,4521 
    970                                   1,4536 
    971                                   1,4550 
    972                                   1,4564 
    973                                   1,4579 
    974                                   1,4593 
    975                                   1,4608 
    976                                   1,4622 
    977                                   1,4637 
    978                                   1,4651 
    979                                   1,4666 
    980                                   1,4680 
    981                                   1,4695 
    982                                   1,4709 
    983                                   1,4724 
    984                                   1,4739 
    985                                   1,4753 
    986                                   1,4768 
    987                                   1,4783 
    988                                   1,4797 
    989                                   1,4812 
    990                                   1,4827 
    991                                   1,4841 
    992                                   1,4856 
    993                                   1,4871 
    994                                   1,4886 
    995                                   1,4901 
    996                                   1,4915 
    997                                   1,4930 
    998                                   1,4945 
    999                                   1,4960 
   1000                                   1,4975 
