1
   8092                                   1,0880 
   8093                                   1,0880 
   8094                                   1,0881 
   8095                                   1,0881 
   8096                                   1,0881 
   8097                                   1,0881 
   8098                                   1,0881 
   8099                                   1,0881 
   8100                                   1,0881 
   8101                                   1,0881 
   8102                                   1,0882 
   8103                                   1,0882 
   8104                                   1,0882 
   8105                                   1,0882 
   8106                                   1,0882 
   8107                                   1,0882 
   8108                                   1,0882 
   8109                                   1,0882 
   8110                                   1,0882 
   8111                                   1,0883 
   8112                                   1,0883 
   8113                                   1,0883 
   8114                                   1,0883 
   8115                                   1,0883 
   8116                                   1,0883 
   8117                                   1,0883 
   8118                                   1,0883 
   8119                                   1,0884 
   8120                                   1,0884 
   8121                                   1,0884 
   8122                                   1,0884 
   8123                                   1,0884 
   8124                                   1,0884 
   8125                                   1,0884 
   8126                                   1,0884 
   8127                                   1,0884 
   8128                                   1,0885 
   8129                                   1,0885 
   8130                                   1,0885 
   8131                                   1,0885 
   8132                                   1,0885 
   8133                                   1,0885 
   8134                                   1,0885 
   8135                                   1,0885 
   8136                                   1,0886 
   8137                                   1,0886 
   8138                                   1,0886 
   8139                                   1,0886 
   8140                                   1,0886 
   8141                                   1,0886 
   8142                                   1,0886 
   8143                                   1,0886 
   8144                                   1,0886 
   8145                                   1,0887 
   8146                                   1,0887 
   8147                                   1,0887 
   8148                                   1,0887 
   8149                                   1,0887 
   8150                                   1,0887 
   8151                                   1,0887 
   8152                                   1,0887 
   8153                                   1,0888 
   8154                                   1,0888 
   8155                                   1,0888 
   8156                                   1,0888 
   8157                                   1,0888 
   8158                                   1,0888 
   8159                                   1,0888 
   8160                                   1,0888 
   8161                                   1,0888 
   8162                                   1,0889 
   8163                                   1,0889 
   8164                                   1,0889 
   8165                                   1,0889 
   8166                                   1,0889 
   8167                                   1,0889 
   8168                                   1,0889 
   8169                                   1,0889 
   8170                                   1,0890 
   8171                                   1,0890 
   8172                                   1,0890 
   8173                                   1,0890 
   8174                                   1,0890 
   8175                                   1,0890 
   8176                                   1,0890 
   8177                                   1,0890 
   8178                                   1,0891 
   8179                                   1,0891 
   8180                                   1,0891 
   8181                                   1,0891 
   8182                                   1,0891 
   8183                                   1,0891 
   8184                                   1,0891 
   8185                                   1,0891 
   8186                                   1,0891 
   8187                                   1,0892 
   8188                                   1,0892 
   8189                                   1,0892 
   8190                                   1,0892 
   8191                                   1,0892 
   8192                                   1,0892 
