4
   8092                                   0,2754 
   8093                                   0,2754 
   8094                                   0,2754 
   8095                                   0,2754 
   8096                                   0,2754 
   8097                                   0,2754 
   8098                                   0,2754 
   8099                                   0,2754 
   8100                                   0,2754 
   8101                                   0,2754 
   8102                                   0,2754 
   8103                                   0,2754 
   8104                                   0,2754 
   8105                                   0,2754 
   8106                                   0,2754 
   8107                                   0,2754 
   8108                                   0,2754 
   8109                                   0,2754 
   8110                                   0,2754 
   8111                                   0,2754 
   8112                                   0,2755 
   8113                                   0,2755 
   8114                                   0,2755 
   8115                                   0,2755 
   8116                                   0,2755 
   8117                                   0,2755 
   8118                                   0,2755 
   8119                                   0,2755 
   8120                                   0,2755 
   8121                                   0,2755 
   8122                                   0,2755 
   8123                                   0,2755 
   8124                                   0,2755 
   8125                                   0,2755 
   8126                                   0,2755 
   8127                                   0,2755 
   8128                                   0,2755 
   8129                                   0,2755 
   8130                                   0,2755 
   8131                                   0,2755 
   8132                                   0,2755 
   8133                                   0,2755 
   8134                                   0,2755 
   8135                                   0,2755 
   8136                                   0,2755 
   8137                                   0,2755 
   8138                                   0,2755 
   8139                                   0,2755 
   8140                                   0,2755 
   8141                                   0,2755 
   8142                                   0,2755 
   8143                                   0,2755 
   8144                                   0,2756 
   8145                                   0,2756 
   8146                                   0,2756 
   8147                                   0,2756 
   8148                                   0,2756 
   8149                                   0,2756 
   8150                                   0,2756 
   8151                                   0,2756 
   8152                                   0,2756 
   8153                                   0,2756 
   8154                                   0,2756 
   8155                                   0,2756 
   8156                                   0,2756 
   8157                                   0,2756 
   8158                                   0,2756 
   8159                                   0,2756 
   8160                                   0,2756 
   8161                                   0,2756 
   8162                                   0,2756 
   8163                                   0,2756 
   8164                                   0,2756 
   8165                                   0,2756 
   8166                                   0,2756 
   8167                                   0,2756 
   8168                                   0,2756 
   8169                                   0,2756 
   8170                                   0,2756 
   8171                                   0,2756 
   8172                                   0,2756 
   8173                                   0,2756 
   8174                                   0,2756 
   8175                                   0,2757 
   8176                                   0,2757 
   8177                                   0,2757 
   8178                                   0,2757 
   8179                                   0,2757 
   8180                                   0,2757 
   8181                                   0,2757 
   8182                                   0,2757 
   8183                                   0,2757 
   8184                                   0,2757 
   8185                                   0,2757 
   8186                                   0,2757 
   8187                                   0,2757 
   8188                                   0,2757 
   8189                                   0,2757 
   8190                                   0,3676 
   8191                                   0,5549 
   8192                                   1,1240 
